sentence,processed_text,sentiment,token_count,original_length,processed_length
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",recent interview financial times ft sampo board chairman bjorn wahlroos said pc certainly sale price set sek 85 billion confirming earlier statements,neutral,22,208,149
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",release oct 28 peab said two businesses continue conducted brands cliffton stockholm entreprenad part peab group,neutral,16,168,112
"In addition , MIDs are always online and enable full Internet browsing .",addition mids always online enable full internet browsing,neutral,8,72,57
"In addition , the contract includes modification of the effluent treatment plant at Follum .",addition contract includes modification effluent treatment plant follum,neutral,8,92,71
"In his current position , Manty has worked since 1996 .",current position manty worked since 1996,neutral,6,55,40
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",fourth quarter 2006 oko banks expects operating environment banking investment services remain similar januaryseptember 2006,neutral,15,165,124
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,meantime ceo duties assumed outotec deputy ceo seppo rantakari,neutral,9,92,62
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",sinter plant limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnaces raw material ironmaking,neutral,19,191,130
"In this way , the industry 's starting point has been the consumers ' needs .",way industry starting point consumers needs,neutral,6,77,43
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",total 3000 surveillance cameras handled managed according variety needs company said,neutral,11,127,84
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",volume focus already outside finland 60 group products made poland baltic countries,neutral,12,129,83
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",incap headquartered oulu finland electronics contract manufacturer 750 employees finland estonia india,neutral,12,137,102
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,incap contract manufacturing subsidiary incap corporation finland,neutral,7,78,65
"Includes company and brand share data by category , as well as distribution channel data .",includes company brand share data category well distribution channel data,neutral,10,90,73
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",indigo somoncom serve 377000 subscribers market share approximately 27 may 2007,neutral,11,107,79
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",industry asia pakistan malaysia taiwan philippines today global research data services going publish several market analyses cement markets asia,neutral,19,183,144
Investment management and investment advisory services are the company 's sole line of business .,investment management investment advisory services company sole line business,neutral,9,97,77
Investments are not disclosed .,investments disclosed,neutral,2,31,21
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,investments product development stood 60 mln euro 88 mln,neutral,9,72,56
"ISMS does not disclose its financial results , the daily said .",isms disclose financial results daily said,neutral,6,63,42
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",also includes installation new equipment training startup services well service work shoe press delivered vaahto 2001,neutral,16,157,117
It is expected to be online by 2011 .,expected online 2011,neutral,3,37,20
It 's not .,,neutral,0,11,0
It was decided that the auditors are reimbursed according to invoice .,decided auditors reimbursed according invoice,neutral,5,70,45
It will report full-year results on August 22 .,report fullyear results august 22,neutral,5,47,33
"Its annual capacity is some 10,000 MW .",annual capacity 10000 mw,neutral,4,39,24
Its market share is 6 percent according to AC Nielsen 's 2008 data .,market share percent according ac nielsen 2008 data,neutral,8,68,51
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",product portfolio comprises harvesters forwarders harvester heads well cranes loaders,neutral,10,107,85
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",janis arbidans ceo yit celtnieciba said company focusing housing real estate development market,neutral,13,119,95
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",jeder betatester erhlt kostenlos sechs monate lang updates und hat laut eigener aussage die mglichkeit die finale version zu beeinflussen,neutral,20,146,137
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",jon risfelt previously held operational executive positions europolitan ericsson sas american express card travel divisions well nyman schultz ceo vodafone sweden ceo gambro renal products ceo,neutral,26,241,192
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,kemira shares closed x20ac 1666 22us 71,neutral,7,57,39
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",kesko 2000 stores engaged chain operations nordic baltic countries russia belarus,neutral,11,116,81
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,kirsi rantanen previously development director hk ruokatalo poultry business,neutral,9,89,76
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",koduextra operating retail chain 11 stores controlled finnish nonfood center ky rukax oy scantukka oy,neutral,15,126,101
